entity,why
Q2995644,result
Q946865,retirement
Q850210,revenue
Q265158,review
Q10931,revolution
Q3242115,revolutionary
Q170406,rhythm
Q5090,rice
Q124072,rifle
Q2386606,right
Q46847,ring
Q104493,risk
Q4022,river
Q34442,road
Q8063,rock
Q214339,role
Q1444210,roll
Q83180,roof
Q180516,room
Q41500,root
Q31029,rope
Q533047,rose
Q1145381,round
Q1051976,route
Q1366302,row
Q1151067,rule
Q1097498,ruler
Q1210151,run
Q105674,running
Q1890036,rush
Q1151419,sacred
Q179723,sacrifice
Q471898,safe
Q24994,safety
Q170219,sake
Q9266,salad
Q194489,salary
Q194189,sales
Q12370,salt
Q49906,sample
Q32098,sanction
Q34679,sand
Q1297322,satellite
Q178359,sauce
Q1377846,save
Q319622,saving
Q125356,saw
Q3026787,saying
Q179651,scale
Q192909,scandal
Q1090839,scenario
Q282939,scene
Q1202008,schedule
Q431165,scheme
Q2248623,scholar
Q188823,scholarship
Q3914,school
Q336,science
Q901,scientist
Q472160,scope
Q522344,score
Q680499,screen
Q1070421,script
Q165,sea
Q11540953,search
Q24384,season
Q470540,seat
Q11574,second
Q80687,secretary
Q1228599,section
Q2346003,sector
Q169489,security
Q40763,seed
Q602418,segment
Q3236990,self
Q15686806,senator
Q1358789,senior
Q173253,sense
Q41796,sentence
Q133250,sequence
Q170198,series
Q10911683,serve
Q759916,service
Q932410,session
Q36161,set
Q617332,setting
Q167412,settlement
Q290,sex
Q7460262,shade
Q160020,shadow
Q11588367,shake
Q207961,shape
Q11692,share
Q2542618,sharp
Q1270787,she
Q477494,sheet
Q2637814,shelf
Q318028,shell
Q7493941,shelter
Q11446,ship
Q76768,shirt
Q519,shit
Q178061,shock
Q22676,shoe
Q220869,shoot
Q2154246,shooting
Q213441,shop
Q7501153,shopkeeper
Q830036,shopping
Q468756,shore
Q106526,short
Q49084,short story
Q260899,shot
Q16363,shoulder
Q15116915,show
Q7863,shower
Q340709,shrug
Q26382,side
Q1134322,sight
Q262246,sign
Q174984,signal
Q502261,silence
Q1090,silver
Q60227,sin
Q177220,singer
Q134556,single
Q140565,sink
Q595094,sister
Q2141565,situation
Q322481,size
Q172226,ski
Q130949,skiing
Q205961,skill
Q1074,skin
Q527,sky
Q35831,sleep
Q3026325,slide
Q1928883,slip
Q1541064,smell
Q487,smile
Q130768,smoke
Q139680,snap
Q7561,snow
Q345367,social
Q512314,socialite
Q8425,society
Q7397,software
Q36133,soil
Q7555845,solar
Q4991371,soldier
Q11438,solid
Q5447188,solution
Q177232,son
Q7366,song
Q709123,sort
Q9165,soul
Q11461,sound
Q41415,soup
Q3142800,source
Q667,south
Q107,space
Q1758037,speaker
Q1047113,specialty
Q7432,species
Q52946,speech
Q3711325,speed
Q133673,spin
Q193291,spirit
Q524080,split
Q349,sport
Q1472481,spread
Q1312,spring
Q164,square
Q214252,stable
Q3496332,staff
Q194428,stage
Q1271511,standard
Q683979,standing
Q523,star
Q7275,state
Q613299,statement
Q2097233,station
Q12483,statistics
Q1722555,steal
Q11427,steel
Q4352352,step
Q10971443,stick
Q1436130,still
Q909380,stock
Q1029907,stomach
Q22731,stone
Q28692681,stop
Q7619904,storage
Q81054,storm
Q217086,story
Q15464334,straight
Q58179319,stranger
Q185451,strategy
Q47521,stream
Q79007,street
Q605035,strength
Q123414,stress
Q49776,strike
Q184754,string
Q12202,stroke
Q499525,structure
Q48282,student
Q247976,studio
Q1759167,study
Q1292119,style
Q164573,subject
Q378078,substance
Q7632586,success
Q11002,sugar
Q690194,suggestion
Q10737,suicide
Q27905,suit
Q1313,summer
Q207326,summit
Q2006082,sun
Q542869,supply
Q1058733,support
Q725975,supporter
Q484298,surface
Q40821,surgery
Q333173,surprise
Q7257997,survey
Q104482419,survival
Q224952,suspect
Q2164233,sustain
Q195742,sweep
Q3087607,sweet
Q123704,swing
Q5320,switch
Q80071,symbol
Q169872,symptom
Q58778,system
Q14748,table
Q2002583,tablespoon
Q1055911,tactic
Q60960,tail
Q1124733,take
Q17991521,tale
Q190139,talent
Q12876,tank
Q656656,tap
Q17563434,target
Q759676,task
Q124794,taste
Q8161,tax
Q1938414,taxpayer
Q6097,tea
Q37226,teacher
Q352842,teaching
Q327245,team
Q76469,tear
Q216425,teaspoon
Q569612,technical
Q2695280,technique
Q11016,technology
Q1492760,teenager
Q11035,telephone
Q4213,telescope
Q289,television
Q674413,tell
Q11466,temperature
Q55919789,tendency
Q228436,tension
Q170544,tent
Q1318370,term
Q183366,territory
Q516626,terror
Q7283,terrorism
Q27318,test
Q1196258,testimony
Q234460,text
Q7710078,than
Q15614918,that
Q718893,theater
Q11635,theatre
Q833053,theme
Q17737,theory
Q7783619,they
Q387834,thing
Q9420,thinking
Q224074,third
Q3109046,this
Q349047,thought
Q707125,threat
Q16364,throat
Q172560,throw
Q454839,ticket
Q947731,tie
Q427711,till
Q11471,time
Q380640,tip
Q169545,tire
Q40397,tissue
Q216353,title
Q1566,tobacco
Q3151690,today
Q154425,toe
Q23501,tomato
Q1209716,tomorrow
Q833734,tone
Q9614,tongue
Q39546,tool
Q553,tooth
Q23856,top
Q200801,topic
Q284243,touch
Q5633897,tourist
Q500834,tournament
Q12518,tower
Q3957,town
Q11422,toy
Q321102,trace
Q160342,track
Q601401,trade
Q82821,tradition
Q4323994,traffic
Q80930,tragedy
Q628179,trail
Q870,train
Q918385,training
Q315364,transfer
Q461499,transformation
Q1606712,transition
Q61509,travel
Q179661,treatment
Q131569,treaty
Q10884,tree
Q1514415,trend
Q8016240,trial
Q133311,tribe
Q11755381,trick
Q1080137,troop
Q43193,truck
Q659974,trust
Q7949,truth
Q578508,try
Q1419626,tube
Q44377,tunnel
Q290042,turn
Q159979,twin
Q3707858,type
Q244700,ultimate
Q76557,uncle
Q46744,understanding
Q7434,uniform
Q185359,union
Q118084,unit
Q1,universe
Q3918,university
Q278368,user
Q466707,utility
Q116213,vacation
Q39816,valley
Q194112,value
Q50701,variable
Q767728,variety
Q11004,vegetable
Q42889,vehicle
Q16280097,version
Q382386,vessel
Q193891,veteran
Q374105,via
Q1851760,victim
Q50000,victory
Q625525,video
Q1329910,view
Q532,village
Q124490,violence
Q157811,virtue
Q808,virus
Q1682108,vision
Q12644761,visitor
Q7390,voice
Q39297,volume
Q24716636,volunteer
Q6821213,wage
Q1362362,wake
Q6537379,walking
Q42948,wall
Q198,war
Q7969813,warning
Q1250916,warrior
Q45701,waste
Q178794,watch
Q283,water
Q37172,wave
Q7478101,we
Q200535,wealth
Q728,weapon
Q617224,wear
Q11663,weather
Q49836,wedding
Q23387,week
Q211391,weekend
Q25288,weight
Q13109234,welcome
Q12002092,welfare
Q43483,well
Q7983223,were
Q679,west
Q62637727,what
Q446,wheel
Q7993606,while
Q23444,white
Q311681,who
Q2125243,wide
Q188830,wife
Q155656,will
Q1202506,win
Q8094,wind
Q35473,window
Q282,wine
Q45364,wing
Q1311,winter
Q551997,wire
Q799,wisdom
Q241625,wish
Q196939,witness
Q467,woman
Q977433,wonder
Q287,wood
Q8171,word
Q42213,work
Q327055,worker
Q656720,workshop
Q16502,world
Q1436482,worry
Q184753,wound
Q8038397,write
Q36180,writer
Q37260,writing
Q482798,yard
Q577,year
Q943,yellow
Q1541554,yes
Q1187312,yesterday
Q899301,yield
Q1165897,you
Q190007,youth
Q844878,Bo
Q1781511,Kong
Q2233776,Xiao
Q355641,Xiao
Q197430,Zhao
Q804886,Zhao
Q3179484,ex
Q1689569,Jing
Q6202204,Jing
Q21597344,Strategy&
Q21622213,.NET
Q4749624,A24
Q16248298,A24
Q361398,XXL
Q12010840,XXL
Q3100749,XXL
Q44430, 
Q4448523,Xiong
Q81651,X-2
Q223365,X-1
Q4646750,?
Q307482,100%
Q452253,Seventeen
Q14524548,Seventeen
Q440650,M-102
Q55188,Earth (movie)
Q409022,Airport
Q1368409,breeder
Q104555,ruler
Q43475,Derby
Q1018373,Derby
Q19470,Derby County F.C.
Q956437,norm
Q1829313,norm
Q11451,agriculture
Q3606845,agricultural science
Q173113,agronomy
Q743241,Group A
Q2990593,behavior
Q1132131,loyalty
Q718943,newbie
Q340972,Dialog
Q5270580,Dialog
Q900581,gloss
Q1132324,gloss
Q2900682,reasonable person
Q843227,trope
Q25438451,trope
Q794589,Replay
Q1654538,Replay
Q25635316,mockery
Q286842,Plan B
Q552341,Plan B
Q16578639,influence
Q223575,drawer
Q15296811,drawer
Q60775665,Your Phone
Q386933,God
Q60914457,Noon
Q414425,Dual
Q877200,Dual
Q62962,hypnotic
Q7450648,senior
Q2367164,epic
Q37484,epic poem
Q2330647,visionary
Q1428119,Matchless
Q2188702,person
Q1372505,marginal
Q246283,Frozen
Q18148065,Frozen
Q79875,Mobile
Q708492,municipal council member
Q1229245,dispositif
Q391640,modular synthesizer
Q743241,Group A
Q5614018,TheGuardian.com
Q13973,MSNBC
Q2877626,NBC News
Q131647,medal
Q861764,CBS News
Q232932,Open Access
Q186068,Fox News
Q1759284,deductible
Q162633,academy
Q166032,The Washington Post
Q1023912,CNBC
Q429604,Al Jazeera
Q40469,Associated Press
Q48340,CNN
Q164746,The Wall Street Journal
Q121117,supercomputer
Q11991273,Newsmax Media
Q100300992,Al Jazeera English
Q1076105,CNN-News18
Q1105124,Sky Cinema
Q1108255,GB News
Q1155790,general election
Q1156181,DStv
Q1174202,Film4
Q1191688,DW-TV
Q1218,NHK World-Japan
Q12496071,BBC
Q1340204,BBC News
Q145,Sky News
Q13612085,i24NEWS
Q15238610,Magic 105.4 FM
Q1529532,Sky Sports
Q15995436,Kisstory
Q1636545,Virgin Radio UK
Q166180,Reach plc
Q16998932,France 24
Q18643692,Newsquest
Q18746352,CBSN
Q1916402,Bauer City 2
Q191715,Pearson plc
Q194419,WarnerMedia
Q1992164,Hot Bird
Q1997305,Foxtel
Q202833,Nilesat
Q2055297,CITV
Q2062629,social media
Q2072562,CBC News Network
Q208491,Radio X
Q208820,BBC World News
Q2092490,Virgin Media
Q21484379,baptismal font
Q2156823,News UK
Q218,Freesat
Q2201035,Freeview
Q22079632,Eurosport
Q240,TalkingPictures TV
Q25001576,Isleworth
Q25022235,CBBC
Q25094,Talkradio
Q261492,Hampstead
Q27,Sky TG24
Q270285,Pluto TV
Q2778016,BBC Television
Q29468,Trinity Broadcasting Network
Q3114,The Independent
Q3141,ITV plc
Q333963,StarTimes
Q34647,Radio tlvision suisse
Q3487310,Sky News Australia
Q4296040,Sky News Arabia
Q44473,CGTN
Q4590187,BBC World Service
Q4686747,All 4
Q4740856,Advertising Standards Authority
Q4795774,Amstrad
Q4836771,Absolute Radio
Q4873460,Arqiva
Q490,Bauer Radio
Q5072394,BT TV
Q5112,Capital Xtra
Q5128150,Channel Four Television Corporation
Q534238,Eamonn Holmes
Q5476713,Classic FM
Q5975124,BT Group
Q621592,Dubai
Q625568,Discovery Inc.
Q641676,show business
Q6416895,21st Century Fox
Q6457273,Kiss
Q649,Naturalis Biodiversity Center
Q65,Moscow
Q65053667,Los Angeles
Q65079727,OSN
Q652282,LBC
Q653236,Scala Radio
Q664960,Alastair Campbell
Q667613,Eurosport 2
Q6769876,Daily Mail and General Trust
Q67765302,Sky Deutschland
Q6809310,Mark Stone
Q680946,Mehdi Hasan
Q6831566,Informa
Q708562,Future plc
Q724759,Planet Rock
Q7414,NBCUniversal
Q7537260,British Phonographic Industry
Q7537333,Sky Broadband
Q7679885,BBC Radio 3
Q771,Sky Go
Q778126,Hits Radio
Q7876052,Intelsat
Q795533,Talksport
Q795563,BBC Asian Network
Q795578,BBC Radio 1Xtra
Q795579,BBC Radio 2
Q795585,BBC Radio 4 Extra
Q795588,BBC Radio 1
Q795596,BBC Radio 5 Live
Q795598,BBC Radio 5 Live Sports Extra
Q795600,BBC Radio 4
Q796,Wireless Group
Q80006,BBC Radio 6 Music
Q858,YouView
Q866,Ofcom
Q9049677,Times Radio
Q907311,neutrality
Q918,Press TV
Q9531,Euronews
Q956,CBeebies
Q987,Sky Studios
Q217228,Sky News
Q787216,BBC News
Q209163,video game expansion pack
Q1075020,political agitation
Q663,aluminium
Q107994,vector
Q1742093,remuneration
Q18155506,Vice News
Q12060881,Imperial China
Q13426199,Republic of China
Q11416,gambling
Q795183,Thief (game)
Q104859688,GLP
Q1047113,rhetoric
Q8478,Euronews
Q890729,Sport TV
Q17434169,Africanews
Q2014847,BabyTV
Q3543983,Globe Telecom
Q1113804,Comcast
Q1199764,Virgin Media
Q936111,CBeebies
Q423289,BBC World Service
Q749608,BBC Radio 3
Q1976628,Foxtel
Q2365987,CBBC
Q11348030,Rythm
Q81009,rhetoric
Q370735,social integration
Q42959,Himalayan (breed of cat)
Q572916,found object
Q3972943,publishing
Q2207288,craft
Q12909644,political ideology
Q319676,competition
Q750962,Republic
Q1088913,A Man (book)
Q3748888,labour power
Q40867,poison
Q15628,Oxygen
Q6888384,modeling and simulation
Q191089,old age
Q44854,squatting
Q3077464,substantial form
Q1146195,custom car
Q981008,sociology of scientific study
Q780687,rights
Q1385001,traction
Q36829,Pareto efficiency
Q1402386,touring car
Q12271,architecture
Q2465611,co-driver
Q5508224,fullback
Q270948,action game
Q3958441,economic sector
Q188886,station wagon
Q28877,goods
Q271588,printmaking
Q722218,label
Q65311735,valorisation
Q13597976,2-in-1 PC
Q126793,retail
Q2585724,educational assessment
Q268592,industry
Q26911,economic profit
Q42621,hybrid
Q43450,gymnastics
Q600236,surgical operation
Q472055,strategy video game
Q382647,intramural sports
Q315971,total loss
Q3908516,entrepreneurship
Q3908516,commerce
Q2476929,confidentiality
Q2476929,transfer
Q31728,public administration
Q2346517,equity
Q1811518,transfer
Q1411739,Time Inc.
Q1402386,touring car
Q395,mathematics
Q85809763,Times Radio
Q1783801,Sony Pictures Imageworks
Q232153,One Day
Q268808,Premier Automobiles Limited
Q34770,language
Q721063,professional wrestling championship
Q920766,sweating sickness
Q19840922,Three UK
Q3211420,The skin
Q237893,film editing
Q211496,high-level programming language
Q3688975,side dish
Q6545590,entre
Q2378942,Livestream
Q7725634,literary work
Q223393,literary genre
Q13440398,workforce
Q370330,convoy
Q5663900,mayor of a place in Spain
Q18161349,iKON
Q7414000,San Francisco Dons men's basketball
Q11033,mass media
Q181055,hot dog
Q187432,scripting language
Q1417293,technology management
Q21526531,Mafia
Q192957,reactionary
Q72638,consumer
Q2207288,craft
Q1081491,football codes
Q11880006,heating
Q172145,fluid mechanics
Q20612431,plant engineering
Q167835,Fallout
Q572916,found object
Q42959,Himalayan
Q43015,finance
Q1344963,world championship
Q2043282,business administration
Q40779,Roman consul
Q843958,digitization
Q24856,film series
Q41217,mechanics
Q7754,mathematical analysis
Q1252929,medical statistics
Q29358,orienteering
Q1553864,governance
Q324503,sterilisation
Q2382443,biota
Q2737049,Quest Corporation
Q2467478,widget
Q3329375,language variety
Q989018,distribution
Q846031,Vodafone Ukraine
Q25351891,business service
Q2897903,goods and services
Q1172222,Data General
Q206330,objectivity
Q191089,old age
Q72638,consumer
Q317088,commodity
Q1350326,frostbite
Q5508224,fullback
Q354058,The Client
Q1363768,amalgamation
Q39640,setter
Q1532758,clamshell design
Q10498,Reticulum
Q27884,markup
Q8236,literacy
Q63474304,Epik
Q779983,excludability
Q749109,Great Britain
Q8042228,XIX Entertainment
Q2634111,Action
Q814232,survey methodology
Q706884,accomplice
Q2020153,academic conference
Q9282,Crater
Q19840922,Three UK
Q1156811,performance-related pay
Q856024,CE Europa
Q1385001,traction
Q1371405,mole
Q20819990,organism
Q7049542,nonpartisanism
Q728265,royalties
Q779983,excludability
Q41547,St Georges
Q21010246,Squad
Q829281,network host
Q167170,multi-sport event
Q268808,Premier
Q25351891,business service
Q21010246,Squad
Q2414942,management science
Q44148,male organism
Q485396,analytics
Q3002772,political crisis
Q6587194,centrism
Q747457,empanada
Q11297905,Kingdom
Q45996,mysticism
Q8675,Draco
Q134211,polo
Q178,pasta
Q572916,found object
Q3366952,Alta
Q1628963,appetizer
Q856887,security guard
Q3246109,derby
Q1388349,boule lyonnaise
Q2861470,emergency medicine
Q1788780,Palio
Q2504585,Unico
Q16132073,extraterrestrial
Q611465,scratchcard
Q4989906,monument
Q15334,municipality of Poland
Q845371,void
Q690362,The Fall
Q1471717,lament
Q268592,industry
Q621421,biblical judge
Q388698,Atlanticism
Q133163,percussion instrument
Q11033,mass media
Q7866372,USC Trojans men's basketball
Q81243,Riga Autobus Factory
Q117507,Atomic Skis
Q104740,Radom
Q152473,Arad
Q80845,S.C. Internacional
Q872181,scouting
Q65053339,fictional parody character from The Onion loosely based on the real Joe Biden
Q334401,surveillance
Q5059994,center of excellence
Q26643,commerce
Q23311,City of London
Q241031,James Bond
Q28127991,2017 NFL season
Q1395918,2012 NFL season
Q21993818,2016 NFL season
Q47090681,2018 NFL season
Q1325351,2005 NFL season
Q622672,2009 NFL season
Q764670,1971 NFL season
Q2609406,1994 NFL season
Q60526042,2019 NFL season
Q2190688,2013 NFL season
Q622675,2010 NFL season
Q1960118,2003 NFL season
Q1559002,1975 NFL season
Q1960085,1977 NFL season
Q507929,1998 NFL season
Q1548189,1973 NFL season
Q1479692,1974 NFL season
Q1960091,1979 NFL season
Q2610119,1988 NFL season
Q1960114,2002 NFL season
Q385964,2006 NFL season
Q18698858,2015 NFL season
Q74108831,2020 NFL season
Q622670,1983 NFL season
Q1752978,1967 NFL season
Q1858235,1969 NFL season
Q2610125,1986 NFL season
Q1649741,1995 Major League Baseball season
Q1960089,1976 NFL season
Q4273481,1979 Major League Baseball season
Q4273491,1989 Major League Baseball season
Q4273489,1990 Major League Baseball season
Q1753746,1966 NFL season
Q385181,1997 NFL season
Q979803,1996 NFL season
Q1649712,1998 Major League Baseball season
Q1960112,2001 NFL season
Q1960108,2000 NFL season
Q4630246,2014 NFL season
Q622681,2011 NFL season
Q254029,2007 NFL season
Q690475,1991 NFL season
Q2609409,1993 NFL season
Q1960101,1981 NFL season
Q582711,1989 NFL season
Q2611422,1984 NFL season
Q1668843,1970 NFL season
Q655392,2009 Major League Baseball season
Q1231094,2008 Major League Baseball season
Q1752984,1968 NFL season
Q1753767,1965 NFL season
Q984961,1980 NFL season
Q42530846,2018 Major League Soccer season
Q677607,1978 NFL season
Q2392480,1994 Major League Baseball season
Q1649894,1983 Major League Baseball season
Q4273485,1984 Major League Baseball season
Q534345,1992 NFL season
Q1753753,1960 NFL season
Q4591541,1996 NCAA Division I-A football season
Q1706523,2008 NFL season
Q104765108,2021 NFL season
Q1432035,2004 NFL season
Q18455496,2015 Nippon Professional Baseball season
Q24489042,2016 Nippon Professional Baseball season
Q2390139,2006 Major League Baseball season
Q18999882,2016 Major League Soccer season
Q58327598,2019 Major League Soccer season
Q71819887,2020 Major League Soccer season
Q15233253,2014 Major League Soccer season
Q103821894,2021 Major League Soccer season
Q2611428,1985 NFL season
Q2609413,1995 NFL season
Q1423491,1999 NFL season
Q48755191,2018 Nippon Professional Baseball season
Q94337,2011 Major League Baseball season
Q28128103,2017 Major League Baseball season
Q1960082,1972 NFL season
Q2406048,1987 NFL season
Q581105,consumer electronics
Q11650,electronics
Q162768,personal digital assistant
Q22645,smartphone
Q1962383,sustainable energy
Q846316,aplastic anemia
Q1729126,cardioversion
Q11173,chemical compound
Q18912826,anterior cruciate ligament injury
Q1125338,book cover
Q133080,public relations
Q697117,spinal disc herniation
Q210820,camera phone
Q307794,at17
Q2853247,unsportsmanlike conduct
Q1092816,street football
Q36192,folklore
Q42767,whaling
Q3665646,basketball player
Q2967248,timeline of association football
Q5001951,business studies
Q969772,free agent
Q381165,trophy
Q552359,BBC Sport
Q170645,2018 FIFA World Cup
Q79859,2014 FIFA World Cup
Q101730,1998 FIFA World Cup
Q46938,1986 FIFA World Cup
Q101751,1994 FIFA World Cup
Q131075,1954 FIFA World Cup
Q132529,1990 FIFA World Cup
Q47735,2002 FIFA World Cup
Q132533,1958 FIFA World Cup
Q176883,2010 FIFA World Cup
Q220231,2013 FIFA Confederations Cup
Q37285,2006 FIFA World Cup
Q685934,1999 FIFA Confederations Cup
Q166121,1974 FIFA World Cup
Q132664,1970 FIFA World Cup
Q46934,1982 FIFA World Cup
Q183674,2009 FIFA Confederations Cup
Q589997,2017 FIFA Confederations Cup
Q329430,1992 King Fahd Cup
Q505637,1995 King Fahd Cup
Q1477177,1934 FIFA World Cup
Q131591,1938 FIFA World Cup
Q132515,1950 FIFA World Cup
Q160813,1962 FIFA World Cup
Q46943,1978 FIFA World Cup
Q1316347,2017 Africa Cup of Nations
Q647475,2003 FIFA Confederations Cup
Q166551,1997 FIFA Confederations Cup
Q155346,2005 FIFA Confederations Cup
Q1260154,1997 UEFA Intertoto Cup
Q1153489,1999 UEFA Intertoto Cup
Q385054,2008 UEFA Intertoto Cup
Q838409,2003 CONCACAF Gold Cup
Q1135941,2015 FIFA U-20 World Cup
Q493052,2001 FIFA Confederations Cup
Q5020214,2026 FIFA World Cup
Q48432,1930 FIFA World Cup
Q831688,2007 FIFA U-20 World Cup
Q2581358,2001 Intercontinental Cup
Q30126793,2019 UEFA Super Cup
Q31076213,2019 FIFA Club World Cup
Q1195287,2002 UEFA Intertoto Cup
Q925079,2003 UEFA Intertoto Cup
Q602504,2004 UEFA Intertoto Cup
Q1466456,1995 UEFA Intertoto Cup
Q1626413,1996 UEFA Intertoto Cup
Q1153507,1998 UEFA Intertoto Cup
Q545004,2000 UEFA Intertoto Cup
Q603713,2001 UEFA Intertoto Cup
Q751328,2005 UEFA Intertoto Cup
Q965532,2006 UEFA Intertoto Cup
Q614918,2007 UEFA Intertoto Cup
Q137920,2009 FIFA Club World Cup
Q578169,2009 UEFA Super Cup
Q746979,2011 FIFA U-20 World Cup
Q725800,2002 African Cup of Nations
Q725521,2000 African Cup of Nations
Q276550,2008 Africa Cup of Nations
Q585231,2006 Africa Cup of Nations
Q1364269,2015 Africa Cup of Nations
Q11831154,2019 Africa Cup of Nations
Q153585,2010 FIFA Club World Cup
Q753144,1988 African Cup of Nations
Q512275,1992 African Cup of Nations
Q597115,1998 African Cup of Nations
Q50781,1968 African Cup of Nations
Q729596,1974 African Cup of Nations
Q746048,1980 African Cup of Nations
Q753149,1986 African Cup of Nations
Q754327,1990 African Cup of Nations
Q515037,1994 African Cup of Nations
Q18113389,2021 Africa Cup of Nations
Q284163,2022 FIFA World Cup
Q18107167,2023 Africa Cup of Nations
Q60515006,2025 Africa Cup of Nations
Q637957,2009 CONCACAF Gold Cup
Q847307,1993 CONCACAF Gold Cup
Q675797,1996 CONCACAF Gold Cup
Q842042,1998 CONCACAF Gold Cup
Q4150,2013 FIFA U-20 World Cup
Q61082445,2020 FIFA Club World Cup
Q1066351,1983 European Super Cup
Q48845186,2020 UEFA Super Cup
Q60751482,2019 MLS Cup Playoffs
Q754025,2012 UEFA Super Cup
Q745601,2010 UEFA Super Cup
Q26897878,2018 UEFA Super Cup
Q2217106,2004 Intercontinental Cup
Q1192930,1995 UEFA Super Cup
Q63082345,2019 U.S. Open Cup
Q951035,1992 European Super Cup
Q1912188,1988 Intercontinental Cup
Q588183,2004 African Cup of Nations
Q218208,2012 Africa Cup of Nations
Q389642,1957 African Cup of Nations
Q501633,1959 African Cup of Nations
Q729588,1972 African Cup of Nations
Q570741,1976 African Cup of Nations
Q117206,1978 African Cup of Nations
Q570465,1982 African Cup of Nations
Q5771590,2022 FIFA World Cup qualification
Q59779098,2021 UEFA Super Cup
Q597316,2001 UEFA Super Cup
Q20807306,2016 Davis Cup
Q55155,2010 Davis Cup
Q810339,2014 FIBA Basketball World Cup
Q4630359,2019 FIBA Basketball World Cup
Q688351,2013 Africa Cup of Nations
Q83157,2010 Africa Cup of Nations
Q28327710,2019 Africa Cup of Nations qualification
Q542631,1965 African Cup of Nations
Q723554,1970 African Cup of Nations
Q826107,1996 African Cup of Nations
Q746037,1984 African Cup of Nations
Q20650884,2019 CONCACAF Gold Cup
Q14818140,2015 CONCACAF Gold Cup
Q772726,2000 CONCACAF Gold Cup
Q65091244,MLS Cup 2019
Q240629,1991 CONCACAF Gold Cup
Q261821,2009 FIFA U-17 World Cup
Q729954,2011 FIFA U-17 World Cup
Q649725,2013 FIFA U-17 World Cup
Q1135958,2015 FIFA U-17 World Cup
Q8350658,2017 FIFA U-17 World Cup
Q20994022,2019 FIFA U-17 World Cup
Q482560,2007 FIFA U-17 World Cup
Q614213,1985 Intercontinental Cup
Q669501,1989 European Super Cup
Q18815,1990 European Super Cup
Q549089,1994 European Super Cup
Q947567,2003 UEFA Super Cup
Q1080103,1984 European Super Cup
Q1853014,1989 Intercontinental Cup
Q2711636,1990 Intercontinental Cup
Q2624218,1973 Intercontinental Cup
Q595361,1996 Intercontinental Cup
Q739410,1996 UEFA Super Cup
Q753115,2007 CONCACAF Gold Cup
Q20650885,2021 CONCACAF Gold Cup
Q275439,2013 CONCACAF Gold Cup
Q264003,2002 CONCACAF Gold Cup
Q136865,2012 FIFA Club World Cup
Q846236,2014 FIFA Club World Cup
Q754368,2011 UEFA Super Cup
Q15293558,2015 FIFA Club World Cup
Q138119,2011 FIFA Club World Cup
Q4630327,2015 UEFA Super Cup
Q5787263,2017 FIFA U-20 World Cup
Q587513,2009 FIFA U-20 World Cup
Q23758108,2019 FIFA U-20 World Cup
Q657561,2000 Intercontinental Cup
Q4630356,2019 AFC Asian Cup
Q21286160,front-facing camera
